method,treatment_col,mediator_col,outcome_col,total_effect,direct_effect,indirect_effect,mediation_ratio,sample_size
mediation,int_rate,dti,default_flag,0.12180236564326324,0.11700282987360255,0.00479953576966069,0.039404290255885904,50000
